OBJECTID,ID,NAME,STATE,STATUS,COUNTRY,LATITUDE,LONGITUDE,WELLIDNO,API,PERMITNO,OPERATOR,PRODTYPE,FIELD,COMPDATE,ID_LINK,GlobalID
205,SW48000205,SIMONS,TX,ACTIVE WELL,USA,27.90850826,-97.35339299,32705,4240932705DW,521797,"EOG RESOURCES, INC.",UNKNOWN,"MIDWAY, SOUTH (FRIO DEEP)",2002/08/30 00:00:00+00,W480493304,{A48119D3-AC9A-498D-B960-07911A92D1CC}
206,SW48000206,"EMILY LANGHAM ""A""",TX,ACTIVE WELL,USA,30.56207902,-94.98208398,30711,4240730711D1,696941,"ALTA MESA SERVICES, LP",UNKNOWN,URBANA (WILCOX CONSOLIDATED),2010/09/23 00:00:00+00,W480496642,{604C3CD6-FEF3-4003-8DE2-F3B360E920E4}
207,SW48000207,FOSTER LUMBER CO. -D-,TX,ACTIVE WELL,USA,30.53214852,-95.1627155,30604,4240730604D2,544415,"JET OIL PRODUCERS, INC.",UNKNOWN,"COLD SPRINGS (WILCOX 7,900)",2012/08/22 00:00:00+00,W480496647,{E010C245-8C02-46D8-AAB0-D1381F0C5806}
208,SW48000208,MORGAN ESTATE GU,TX,ACTIVE WELL,USA,32.3093257,-94.77211095,34656,4240134656D1,654954,SABINE OIL & GAS CORPORATION,UNKNOWN,OAK HILL (COTTON VALLEY),2008/05/08 00:00:00+00,W480496055,{FF386CB4-6E73-4C4B-9A1E-BA7DEA3081D9}
209,SW48000209,"ADAMS, W.T.",TX,ACTIVE WELL,USA,32.27267924,-94.58712408,33585,4240133585D2,602463,VALENCE OPERATING COMPANY,UNKNOWN,BECKVILLE (COTTON VALLEY),2005/06/24 00:00:00+00,W480496007,{013AC2C7-2DD8-447A-9C06-550B20D63D1D}
210,SW48000210,"HUFF, G.J. GU",TX,ACTIVE WELL,USA,32.17185872,-94.8641232,34460,4240134460DW,790093,SABINE OIL & GAS CORPORATION,UNKNOWN,OAK HILL (TRAVIS PEAK),2012/05/01 00:00:00+00,W480496192,{B646F77F-C1E8-4947-A3F2-886C7DF962AB}
211,SW48000211,ROGERS ESTATE,TX,ACTIVE WELL,USA,32.21187274,-94.85981425,33162,4240133162D2,804239,CCI EAST TEXAS UPSTREAM LLC,UNKNOWN,MINDEN (TRAVIS PEAK CONS.),2015/04/23 00:00:00+00,W480496127,{7E7E1400-22C1-41DB-AC24-C5AC2140BD2E}
212,SW48000212,"WHITE, GALAN GAS UNIT",TX,ACTIVE WELL,USA,32.16165267,-94.90204769,34902,4240134902D1,669399,SABINE OIL & GAS CORPORATION,UNKNOWN,"HENDERSON, E. (COTTON VALLEY)",2009/01/04 00:00:00+00,W480496130,{2B390E16-814E-4AC9-A15A-029E4E45F322}
213,SW48000213,GENTRY W GU,TX,ACTIVE WELL,USA,32.07826896,-94.69432614,34842,4240134842DW,717972,SABINE OIL & GAS CORPORATION,UNKNOWN,MINDEN (TRAVIS PEAK CONS.),2012/08/10 00:00:00+00,W480496161,{91DA572A-ABCB-4EEB-93C0-4B5EB49969CB}
214,SW48000214,TRIBBLE UNIT,TX,ACTIVE WELL,USA,31.08799139,-96.44219006,30450,4239530450D1,533372,MATADOR OPERATING COMPANY,UNKNOWN,NOT AVAILABLE,,W480485143,{629DD2AA-993C-403D-8F0D-89F48FD9DE5F}
215,SW48000215,"SULLIVAN, R. GAS UNIT",TX,ACTIVE WELL,USA,31.04562044,-96.49853469,31630,4239531630D1,678867,XTO ENERGY INC.,UNKNOWN,BALD PRAIRIE (CV CONSOLIDATED),2009/09/03 00:00:00+00,W480485149,{E58D8FFB-D9F8-40DD-B621-AE179131C539}
216,SW48000216,COURSON RANCH TEW,TX,ACTIVE WELL,USA,36.00266643,-100.79509998,31658,4239331658DW,656955,RANGE PRODUCTION COMPANY,UNKNOWN,NOT AVAILABLE,,W480484912,{FCB84232-A551-48A9-8BFA-3B850BB37151}
217,SW48000217,"VOLLMERT, J. C.",TX,ACTIVE WELL,USA,35.85121637,-100.5428663,30788,4239330788D1,600766,UNIT PETROLEUM COMPANY,UNKNOWN,"MENDOTA, NW. (GRANITE WASH)",2005/07/07 00:00:00+00,W480484944,{B7FECEC4-E173-42D5-91B8-D8536E4573B3}
218,SW48000218,MORRISON,TX,ACTIVE WELL,USA,36.00150663,-100.67047559,32409,4239332409D1,835621,"DAVIS OPERATING COMPANY, INC.",UNKNOWN,NOT AVAILABLE,,W480484958,{28D7688E-EB9A-4092-BA95-3045022CD971}
219,SW48000219,M. F. LAMBERT 'A',TX,ACTIVE WELL,USA,28.33159949,-97.21060356,33052,4239133052D1,764907,HILCORP ENERGY COMPANY,UNKNOWN,"TOM O'CONNOR (6400, WEST)",,W480481553,{AE442C3D-CFC4-4E61-B833-BCCEFD48F4AE}
220,SW48000220,THOMAS O'CONNOR 'D',TX,ACTIVE WELL,USA,28.28560669,-97.21517379,33065,4239133065D2,813434,HILCORP ENERGY COMPANY,UNKNOWN,MARY ELLEN OCONNOR (FT-5),,W480481564,{8C93883B-3746-4A4E-B18D-A65A45CECD5B}
221,SW48000221,IRA HEARD 'A',TX,ACTIVE WELL,USA,28.38301301,-97.15815199,31883,4239131883DW,733237,HILCORP ENERGY COMPANY,UNKNOWN,NOT AVAILABLE,,W480481540,{61ED0261-61E2-4A5F-9A84-54CCB680150F}
222,SW48000222,TOM O'CONNOR (5800 SD) FLD. UNIT,TX,ACTIVE WELL,USA,28.37993128,-97.14970455,33152,4239133152DW,836831,HILCORP ENERGY COMPANY,UNKNOWN,NOT AVAILABLE,,W480481571,{29C1795A-7BB5-4C08-AFD8-3799945737DA}
223,SW48000223,HARRISON STATE 56-38,TX,ACTIVE WELL,USA,31.53479766,-103.91978021,32425,4238932425D1,653553,"ATLANTIC RESOURCES COMPANY, LLC",UNKNOWN,"TOYAH, NW (SHALE)",2009/02/14 00:00:00+00,W480485298,{B0B8E3A0-AECC-4275-BBF8-BF49D3D8D69E}
224,SW48000224,REEVES TXL FEE UNIT,TX,ACTIVE WELL,USA,31.18421211,-103.32741137,30016,4238930016D1,-999,TEXACO E & P INC.,UNKNOWN,TORO (ELLENBURGER),1969/09/03 00:00:00+00,W480485315,{0A6719D3-C5E0-476F-A1BC-EE0C3E07099D}
225,SW48000225,BAILEY,TX,ACTIVE WELL,USA,31.06628191,-103.31303462,33498,4238933498D1,821497,"HALCON OPERATING CO., INC.",UNKNOWN,HOEFS T-K (WOLFCAMP),2013/09/23 00:00:00+00,W480485313,{FFFB156D-8756-4A28-8D01-74158FBAA0D4}
226,SW48000226,HARRISON STATE C20,TX,ACTIVE WELL,USA,31.68858718,-103.76946191,32189,4238932189D2,754727,"RESOLUTE NATURAL RES. CO., LLC",UNKNOWN,PHANTOM (WOLFCAMP),2013/03/12 00:00:00+00,W480485331,{146C9E77-896D-4DA6-AFD7-0686C562977B}
227,SW48000227,HAMMERING HANK,TX,ACTIVE WELL,USA,31.14383949,-103.38513293,32238,4238932238D1,515094,DIAMONDBACK E&P LLC,UNKNOWN,HAMMERING HANK (DELAWARE),2002/04/19 00:00:00+00,W480485325,{7636AEFF-ADF5-4811-B7F1-E2C3A75066B2}
228,SW48000228,HARRISON STATE C20,TX,ACTIVE WELL,USA,31.69287796,-103.76971446,32189,4238932189DW,754727,"RESOLUTE NATURAL RES. CO., LLC",UNKNOWN,PHANTOM (WOLFCAMP),2013/03/12 00:00:00+00,W480485331,{FA35DD35-E9AB-43B3-93BB-992F4AE7A4B1}
229,SW48000229,JENKINS,TX,ACTIVE WELL,USA,30.01276707,-99.98943767,30131,4238530131DW,645482,MUSKEGON DEVELOPMENT COMPANY,UNKNOWN,"COOL WATER RANCH (WLFC ""A"" COAL)",,W480483403,{3CB8F3D7-551B-4338-BBA2-321EB3355AD6}
230,SW48000230,W. YANTIS GU 2,TX,ACTIVE WELL,USA,32.91364368,-95.68670925,30006,4237930006D1,504871,VALENCE OPERATING COMPANY,UNKNOWN,"YANTIS, SW. (SMACKOVER)",2001/05/31 00:00:00+00,W480484056,{246BEEE0-2460-4B45-AFBF-EDCA8011442D}
231,SW48000231,MASTERSON,TX,ACTIVE WELL,USA,35.56107245,-101.88358542,00383,4237500383D1,544502,"PIONEER NATURAL RES. USA, INC.",UNKNOWN,"PANHANDLE, WEST",2004/07/22 00:00:00+00,W480484167,{9E1F471E-ABAD-47B3-B0F4-4FC39C74D292}
232,SW48000232,"WING, SARAH F.",TX,ACTIVE WELL,USA,30.50193936,-94.59122046,30683,4237330683DW,621438,PRIME OPERATING COMPANY,UNKNOWN,NOT AVAILABLE,,W480484074,{C2F096E1-9861-4F93-834A-8E04A79B7789}
233,SW48000233,"WEST, WESLEY",TX,ACTIVE WELL,USA,30.51949507,-94.84630636,30941,4237330941D2,651110,"GEOPETRA PARTNERS, LLC",UNKNOWN,NEW ACE (WILCOX CONSOL.),2008/01/23 00:00:00+00,W480484071,{D6AD97DF-06CE-4C8B-AACE-2B825897ED28}
234,SW48000234,"CARTER, W. T. & BROS. E",TX,ACTIVE WELL,USA,30.75244588,-94.70576908,30865,4237330865DW,485095,AMPLIFY ENERGY OPERATING LLC,UNKNOWN,DOUBLE A WELLS (WOODBINE),1999/07/25 00:00:00+00,W480484062,{8FEF3752-7EAC-4976-AF17-1290FDF1AE54}
235,SW48000235,"WEST ""A""",TX,ACTIVE WELL,USA,30.54014403,-94.76261434,31156,4237331156D2,685894,UNIT PETROLEUM COMPANY,UNKNOWN,KENNETH REISS (WILCOX),2010/01/18 00:00:00+00,W480484149,{0D09B3FE-6AE6-4046-A0B4-D910C0CDEA2E}
236,SW48000236,NOT AVAILABLE,TX,ACTIVE WELL,USA,30.60229596,-94.8368024,31335,4237331335D2,-999,NOT AVAILABLE,UNKNOWN,NOT AVAILABLE,,W480484160,{B62F8DAA-7467-4736-8094-C5E9544EE588}
237,SW48000237,USM QUEEN UNIT 1,TX,ACTIVE WELL,USA,30.9756314,-102.89659128,39431,4237139431D1,818500,STABLEROCK ENERGY L.L.C.,UNKNOWN,U S M (QUEEN),2016/11/10 00:00:00+00,W480485350,{B2993011-25F5-41FC-ADE9-B5C4DD76FD36}
238,SW48000238,GOMEZ UNIT,TX,ACTIVE WELL,USA,30.92239119,-102.99640896,37935,4237137935D1,638133,LEGACY RESERVES OPERATING LP,UNKNOWN,GOMEZ (DEVONIAN),2008/05/03 00:00:00+00,W480485378,{B2A9EB3E-A739-473A-97F7-04A036F50DE7}
239,SW48000239,GOMEZ SOUTH UNIT,TX,ACTIVE WELL,USA,30.91672284,-102.99851902,30796,4237130796D1,-999,"CHESAPEAKE OPERATING, INC.",UNKNOWN,GOMEZ (ELLENBURGER),2006/02/03 00:00:00+00,W480485379,{C39B283E-AF79-4C0A-9865-661836FB1CB4}
240,SW48000240,"SCHARFF ""24""",TX,ACTIVE WELL,USA,31.23046663,-102.76518438,02695,4237102695D1,-999,"VANGUARD OPERATING, LLC",UNKNOWN,PECOS VALLEY (DEVONIAN 5400),2009/04/06 00:00:00+00,W480485357,{30968B03-5495-4734-A288-9F6A46106C8E}
241,SW48000241,ROBERTSON STATE,TX,ACTIVE WELL,USA,31.1377466,-102.82346169,06796,4237106796D1,761514,RAYDEN,UNKNOWN,PECOS VALLEY (DEVONIAN 5100),2013/11/18 00:00:00+00,W480485366,{8F162FD1-5D07-4AB7-A728-577B5888FE17}
242,SW48000242,FT. STOCKTON GAS UNIT 6,TX,ACTIVE WELL,USA,30.92721548,-102.86212515,36603,4237136603D1,486817,"TITAN RESOURCES I, INC.",UNKNOWN,NOT AVAILABLE,,W480485382,{4BADDA5C-31F2-4B7F-BE82-ED622BA9E1D2}
243,SW48000243,YATES FIELD UNIT,TX,ACTIVE WELL,USA,30.90944082,-101.96515703,32747,4237132747D1,534881,KINDER MORGAN PRODUCTION CO LLC,UNKNOWN,NOT AVAILABLE,,W480485383,{38F84041-025B-4618-983E-1575C8923CDA}
244,SW48000244,"DUNLAP, OPHAL -18-",TX,ACTIVE WELL,USA,31.03835775,-103.03883691,30151,4237130151D1,-999,FOREST OIL CORPORATION,UNKNOWN,GOMEZ (ELLENBURGER),1970/09/28 00:00:00+00,W480485367,{EB079E01-B290-4570-B43F-3451F5D39910}
245,SW48000245,GRANDE JV-P,TX,ACTIVE WELL,USA,30.94444739,-103.19627432,33004,4237133004D1,638652,BLACK MOUNTAIN OIL & GAS II LLC,UNKNOWN,MARALO (WOLFCAMP),2007/05/25 00:00:00+00,W480485372,{7A7B9B08-F0A1-4D94-B1FE-46E10F97277C}
246,SW48000246,"R. M. GAS UNIT ""C""",TX,ACTIVE WELL,USA,30.91622377,-103.0114309,31018,4237131018D1,-999,COSTA RESOURCES DEVELOPMENT CORP,UNKNOWN,GOMEZ (ELLENBURGER),,W480485375,{49973F32-831E-444E-A327-F4AB4E5EB54E}
247,SW48000247,CANON -10-,TX,ACTIVE WELL,USA,30.79394523,-101.98979298,10001,4237110001D1,-999,INCLINE ENERGY,UNKNOWN,SHEFFIELD (ELLENBURGER),,W480485389,{0821AC23-E636-4B05-9CA9-758291B9EBCA}
248,SW48000248,CANON -10-,TX,ACTIVE WELL,USA,30.78981531,-101.98649517,10265,4237110265D1,-999,INCLINE ENERGY,UNKNOWN,SHEFFIELD (ELLENBURGER),1964/06/04 00:00:00+00,W480485390,{8DC4262E-BC36-4617-A0A0-950B6892EDB0}
249,SW48000249,PUCKETT -K-,TX,ACTIVE WELL,USA,30.66777638,-102.51393849,03758,4237103758D1,474075,CONOCOPHILLIPS COMPANY,UNKNOWN,PUCKETT (ELLENBURGER),1998/03/29 00:00:00+00,W480485720,{28A311C0-D561-4EAA-9A62-FF6552B6A310}
250,SW48000250,PUCKETT -C-,TX,ACTIVE WELL,USA,30.66229796,-102.52322709,03813,4237103813D1,480993,CONOCOPHILLIPS COMPANY,UNKNOWN,PUCKETT (ELLENBURGER),1999/01/06 00:00:00+00,W480485721,{5BD4FCAB-1ABF-47FF-95F6-E0CF718190F7}
251,SW48000251,PUCKETT -E-,TX,ACTIVE WELL,USA,30.6489603,-102.51067739,03650,4237103650D1,444758,CONOCOPHILLIPS COMPANY,UNKNOWN,PUCKETT (ELLENBURGER),1996/03/04 00:00:00+00,W480485722,{46EE602C-CDDC-47E3-B16F-F533208C99B4}
252,SW48000252,FISHER-BONSACK,TX,ACTIVE WELL,USA,30.65033156,-102.49577061,03736,4237103736D1,-999,CONOCOPHILLIPS COMPANY,UNKNOWN,PUCKETT (ELLENBURGER),1954/05/11 00:00:00+00,W480485725,{05B59D28-87DA-43C0-8DDF-3F4F015CB1FB}
253,SW48000253,ODOM -C-,TX,ACTIVE WELL,USA,30.64921546,-102.48177752,03781,4237103781D1,475237,CONOCOPHILLIPS COMPANY,UNKNOWN,PUCKETT (ELLENBURGER),1998/05/08 00:00:00+00,W480485726,{6DE262D7-6876-449D-80CE-3254AED30CDA}
254,SW48000254,WEST RANCH,TX,ACTIVE WELL,USA,30.42919463,-102.80633899,38440,4237138440D1,671041,"OCCIDENTAL W TX OVERTHRUST, INC.",UNKNOWN,PINON (OVERTHRUST),2009/04/13 00:00:00+00,W480485619,{C9599ADB-5B8A-465E-B433-6126D635EF78}
255,SW48000255,WEST RANCH,TX,ACTIVE WELL,USA,30.42501777,-102.81432968,38510,4237138510D1,677078,"OCCIDENTAL W TX OVERTHRUST, INC.",UNKNOWN,PINON (OVERTHRUST),2009/04/21 00:00:00+00,W480485642,{9362ED79-41DE-49C9-ADE4-CD8CB061C66E}
256,SW48000256,WEST RANCH,TX,ACTIVE WELL,USA,30.45818187,-102.78204483,37975,4237137975D1,695963,"SANDRIDGE EXPL. AND PROD., LLC",UNKNOWN,NOT AVAILABLE,,W480485451,{62651DFA-DDB5-42BD-ABF8-DA45059FC8EC}
257,SW48000257,WEST RANCH,TX,ACTIVE WELL,USA,30.45596547,-102.80291861,38212,4237138212D1,655040,"OCCIDENTAL W TX OVERTHRUST, INC.",UNKNOWN,PINON (OVERTHRUST),2009/01/04 00:00:00+00,W480485482,{6DF3AF98-D6AC-4D87-9E2E-D70E8EB6C327}
258,SW48000258,WEST STATE,TX,ACTIVE WELL,USA,30.4071933,-102.82144725,37642,4237137642D1,660764,"OCCIDENTAL W TX OVERTHRUST, INC.",UNKNOWN,PINON (OVERTHRUST),2008/09/06 00:00:00+00,W480485703,{ED0DFC06-175A-4FAA-A361-7F59BF8603DD}
259,SW48000259,WEST STATE,TX,ACTIVE WELL,USA,30.40512977,-102.82475623,38518,4237138518D1,678700,"OCCIDENTAL W TX OVERTHRUST, INC.",UNKNOWN,PINON (OVERTHRUST),2009/08/22 00:00:00+00,W480485708,{C4CD7382-AA22-4BE0-922D-BCC6F8A4D255}
260,SW48000260,WEST STATE,TX,ACTIVE WELL,USA,30.4040512,-102.81247263,37601,4237137601D1,685891,"SANDRIDGE EXPL. AND PROD., LLC",UNKNOWN,NOT AVAILABLE,,W480485712,{A2874BD4-D68C-4CAE-BCCE-574E8FC6940A}
261,SW48000261,WEST RANCH,TX,ACTIVE WELL,USA,30.44932086,-102.78353256,38189,4237138189D1,654124,"OCCIDENTAL W TX OVERTHRUST, INC.",UNKNOWN,PINON (OVERTHRUST),2008/04/13 00:00:00+00,W480485523,{0B1624B2-D88A-43F1-8C66-F8481D23994E}
262,SW48000262,WEST RANCH,TX,ACTIVE WELL,USA,30.48422304,-102.76604398,38239,4237138239D2,657197,"OCCIDENTAL W TX OVERTHRUST, INC.",UNKNOWN,PINON (OVERTHRUST),2008/09/24 00:00:00+00,W480485613,{EF39D12B-E300-46DB-8766-893A3EAC58F7}
263,SW48000263,WEST RANCH,TX,ACTIVE WELL,USA,30.48311279,-102.76444854,38239,4237138239D1,657197,"OCCIDENTAL W TX OVERTHRUST, INC.",UNKNOWN,PINON (OVERTHRUST),2008/09/24 00:00:00+00,W480485613,{1EA6E9A2-BE17-425D-BFA1-F14AECF07D02}
264,SW48000264,WEST RANCH,TX,ACTIVE WELL,USA,30.46407696,-102.72747547,38145,4237138145D1,650898,"OCCIDENTAL W TX OVERTHRUST, INC.",UNKNOWN,PINON (OVERTHRUST),2008/07/13 00:00:00+00,W480485467,{3F04DD0B-4CFC-41CC-8317-002A55290897}
265,SW48000265,LONGFELLOW 600 MD,TX,ACTIVE WELL,USA,30.45678995,-102.72216823,38314,4237138314D1,662262,"OCCIDENTAL W TX OVERTHRUST, INC.",UNKNOWN,PINON (OVERTHRUST),2008/08/26 00:00:00+00,W480485471,{FC60FD20-894B-43B7-B3C2-9318A9E5B949}
266,SW48000266,WEST RANCH,TX,ACTIVE WELL,USA,30.47658234,-102.78071101,37155,4237137155D1,647468,"SANDRIDGE ENERGY, INC.",UNKNOWN,NOT AVAILABLE,,W480485651,{2B2F7BBA-B55D-46D7-87FE-48A175EEC4AE}
267,SW48000267,WEST RANCH,TX,ACTIVE WELL,USA,30.47371666,-102.75645345,38116,4237138116D1,648552,"OCCIDENTAL W TX OVERTHRUST, INC.",UNKNOWN,PINON (OVERTHRUST),2008/02/19 00:00:00+00,W480485685,{CA0CB96E-A172-4F90-8020-53BEE010DBEE}
268,SW48000268,WEST RANCH,TX,ACTIVE WELL,USA,30.44186561,-102.80007814,37860,4237137860D1,633238,"OCCIDENTAL W TX OVERTHRUST, INC.",UNKNOWN,PINON (OVERTHRUST),2008/12/23 00:00:00+00,W480485575,{9126AB0F-AAB3-4D07-89E6-FDCBE7A57D35}
269,SW48000269,LONGFELLOW STATE,TX,ACTIVE WELL,USA,30.44383546,-102.71194994,37856,4237137856DW,632947,"OCCIDENTAL W TX OVERTHRUST, INC.",UNKNOWN,PINON (OVERTHRUST),2017/11/27 00:00:00+00,W480485506,{3F975DA5-B2B6-4072-A76D-339EF23CBE6A}
270,SW48000270,DEAN,TX,ACTIVE WELL,USA,32.68722905,-97.58416006,34800,4236734800D1,787493,"ENERVEST OPERATING, L.L.C.",UNKNOWN,NOT AVAILABLE,,W480483874,{6518593E-E843-44F4-A42D-497CD1523D86}
271,SW48000271,DEAN,TX,ACTIVE WELL,USA,32.68700466,-97.58433836,34800,4236734800D3,787493,"ENERVEST OPERATING, L.L.C.",UNKNOWN,NOT AVAILABLE,,W480483874,{12EF3D04-C3F6-46FC-AA55-27A78FD5381F}
272,SW48000272,FOSTER-JACKSON,TX,ACTIVE WELL,USA,32.37697844,-94.05675606,01034,4236501034D1,-999,INDIGO RESOURCES LLC,UNKNOWN,PANOLA,,W480483459,{5AB49064-D822-49F1-881B-ED6BE8CABE4D}
273,SW48000273,COLEMAN,TX,ACTIVE WELL,USA,32.29311019,-94.40127631,38320,4236538320DW,818750,VALENCE OPERATING COMPANY,UNKNOWN,CARTHAGE (COTTON VALLEY),2017/04/20 00:00:00+00,W480483476,{9C950354-DA99-47CE-867F-D2ED2F8B1C93}
274,SW48000274,MAY SEALEY,TX,ACTIVE WELL,USA,32.16459945,-94.50855171,35064,4236535064DW,627147,CHEVRON U. S. A. INC.,UNKNOWN,NOT AVAILABLE,,W480483769,{99EA71AE-4A43-4370-8D2D-F6524E4AF062}
275,SW48000275,TAYLOR HEIRS,TX,ACTIVE WELL,USA,32.15992162,-94.54458603,37797,4236537797D2,789518,PATARA OIL & GAS LLC,UNKNOWN,NOT AVAILABLE,,W480483781,{750DA02A-D7FC-43C0-AD0D-F64C9546E103}
276,SW48000276,ROBERTS UNIT,TX,ACTIVE WELL,USA,32.22238211,-94.35491975,36283,4236536283DW,686417,"DEVON ENERGY PRODUCTION CO, L.P.",UNKNOWN,NOT AVAILABLE,,W480483578,{58186377-AC74-40BC-98B9-7A66A09220A7}
277,SW48000277,WERNER-LAGRONE,TX,ACTIVE WELL,USA,32.17821769,-94.131306,37375,4236537375D2,732322,CHEVRON U. S. A. INC.,UNKNOWN,NOT AVAILABLE,,W480483555,{C34786DD-568A-4E48-AA88-B068ABC66675}
278,SW48000278,"HOLMES, PRIESTLY UNIT",TX,ACTIVE WELL,USA,32.07381974,-94.30578256,35280,4236535280D2,805766,ANADARKO E&P ONSHORE LLC,UNKNOWN,NOT AVAILABLE,,W480489491,{F2D534BC-F2DD-47C3-9D0D-E95C3C111B88}
279,SW48000279,MAURITZEN,TX,ACTIVE WELL,USA,32.08770194,-94.47807194,36850,4236536850D1,646003,"SHERIDAN PRODUCTION COMPANY, LLC",UNKNOWN,CARTHAGE (COTTON VALLEY),2008/01/18 00:00:00+00,W480489501,{2A9718AF-D0D6-4DBF-9391-11DE6D2D164E}
280,SW48000280,MITCHELL,TX,ACTIVE WELL,USA,32.87226995,-98.28499786,35811,4236335811D1,824356,"BRIGADIER OPERATING, LLC",UNKNOWN,NOT AVAILABLE,,W480489569,{0906A9F7-679F-41C1-98B7-A1ADD2F73B40}
281,SW48000281,WILLIAMS,TX,ACTIVE WELL,USA,30.1586428,-93.97515617,30633,4236130633D1,684106,HILCORP ENERGY COMPANY,UNKNOWN,VIDOR AMES (YEGUA EY),2009/11/29 00:00:00+00,W480491589,{0E236F4A-DBB0-4B68-9C31-E59F3C71F6DE}
282,SW48000282,WILLIAMS,TX,ACTIVE WELL,USA,30.15565569,-93.9788991,30664,4236130664D1,699639,HILCORP ENERGY COMPANY,UNKNOWN,VIDOR AMES (YEGUA EY),2010/10/31 00:00:00+00,W480491590,{4C881916-4743-47B0-A9E8-53C54141A4C5}
283,SW48000283,MIL-VID,TX,ACTIVE WELL,USA,30.15582691,-93.9943928,30600,4236130600D1,690509,KAISER-FRANCIS OIL COMPANY,UNKNOWN,VIDOR AMES (YEGUA EY),2010/05/06 00:00:00+00,W480491598,{11E22692-31F8-4FAB-A059-08B9840D08F2}
284,SW48000284,MVP 'A-183',TX,ACTIVE WELL,USA,30.22773218,-94.09919446,30942,4236130942D1,774291,UPSTREAM EXPLORATION LLC,UNKNOWN,ADAMS RANCH (YEGUA EY),2014/02/24 00:00:00+00,W480491640,{E4A2E6C7-4122-4356-8483-3E3CC799A00D}
285,SW48000285,MVP 'A-183',TX,ACTIVE WELL,USA,30.21228876,-94.09911998,30942,4236130942D2,774291,UPSTREAM EXPLORATION LLC,UNKNOWN,ADAMS RANCH (YEGUA EY),2014/02/24 00:00:00+00,W480491640,{1DA9AE59-686F-4833-97C6-C3C5C050519B}
286,SW48000286,FINA OIL & CHEMICAL CO.,TX,ACTIVE WELL,USA,30.17364614,-94.07934133,30679,4236130679D2,452139,"BALLARD EXPLORATION COMPANY,INC.",UNKNOWN,NOT AVAILABLE,,W480491475,{754EA672-0D18-463E-BA41-9EE6DF433A75}
287,SW48000287,MIL-VID,TX,ACTIVE WELL,USA,30.15201394,-94.00442716,30609,4236130609D1,705450,HILCORP ENERGY COMPANY,UNKNOWN,VIDOR AMES (YEGUA EY),2011/02/10 00:00:00+00,W480491602,{6400C682-869B-4C92-9F07-4BCFB1539DC6}
288,SW48000288,SAMPSON-CLARK GGU 2,TX,ACTIVE WELL,USA,30.14042817,-94.00812183,30628,4236130628D1,694480,HILCORP ENERGY COMPANY,UNKNOWN,VIDOR AMES (YEGUA EY),2010/07/03 00:00:00+00,W480491490,{92897350-C15A-4CAE-B72F-2D5D909A5754}
289,SW48000289,"PARET, G.",TX,ACTIVE WELL,USA,30.13731943,-94.02519877,30623,4236130623D2,449854,HILCORP ENERGY COMPANY,UNKNOWN,VIDOR AMES (YEGUA DY),2008/08/28 00:00:00+00,W480491503,{5C44C351-3FDA-4F6D-AAA5-05A39E67DDA8}
290,SW48000290,CHAMPION INTERNATIONAL,TX,ACTIVE WELL,USA,30.20376712,-93.88832171,30622,4236130622DW,691460,HILCORP ENERGY COMPANY,UNKNOWN,WOODRIDGE (HACKBERRY),2010/04/15 00:00:00+00,W480491563,{2793C5ED-DC65-4D70-9C07-D30B7E61AF36}
291,SW48000291,CHANDLER-SCALES,TX,ACTIVE WELL,USA,30.08458073,-93.8506129,30870,4236130870D1,647477,BENCHMARK OIL & GAS COMPANY,UNKNOWN,"ORANGE, NORTH (HACKBERRY)",2010/02/15 00:00:00+00,W480491396,{D2A856C0-187E-4693-B170-92281628339D}
292,SW48000292,"TREGELLAS, W. T.",TX,ACTIVE WELL,USA,36.29568868,-100.64477655,32467,4235732467H2,791792,BP AMERICA PRODUCTION COMPANY,UNKNOWN,NORTHRUP (DOUGLAS),,W480489203,{9B046A10-7331-4144-A9F2-05A3EB7077D9}
293,SW48000293,COURSON RANCH 148,TX,ACTIVE WELL,USA,36.06069436,-100.87183863,32462,4235732462D1,790124,"LATIGO PETROLEUM, LLC",UNKNOWN,NOT AVAILABLE,,W480489210,{8AE7EE4A-C0C5-4B3D-A2CE-8FAD62212E4B}
294,SW48000294,STATE TRACT 341,TX,ACTIVE WELL,USA,27.84272259,-97.15279942,30107,4235530107D1,-999,BOSS EXPL & PROD CORPORATION,UNKNOWN,"RED FISH BAY, NORTH (FRIO 5-B)",,W480486994,{308C61DE-0850-4BF8-B67A-8AB347A00455}
295,SW48000295,TSL 33100/TR 48,TX,ACTIVE WELL,USA,27.77410546,-97.2989668,33192,4235533192DW,801573,"WHITE MARLIN OPERATING CO, LLC",UNKNOWN,NOT AVAILABLE,,W480486969,{B7CC7E18-A731-48C7-ACAB-5E8741B04040}
296,SW48000296,STATE TRACT 344,TX,ACTIVE WELL,USA,27.82867157,-97.14016958,32248,4235532248D2,541853,CINCO NATURAL RESOURCES CORP.,UNKNOWN,"REDFISH BAY, NORTH (ZONE 43)",,W480486998,{B05591F4-80A6-451A-821F-7CB509EF0B13}
297,SW48000297,STATE TRACT 52-7 UNIT,TX,ACTIVE WELL,USA,27.75899064,-97.30496,33527,4235533527D2,558502,"WHITE MARLIN OPERATING CO, LLC",UNKNOWN,"ENCINAL CHANNEL (FB-B, K-2,3)",,W480486983,{8E36BD7C-A8FC-4A28-93AA-5EC87E1DE550}
