OBJECTID,ID,NAME,STATE,STATUS,COUNTRY,LATITUDE,LONGITUDE,WELLIDNO,API,PERMITNO,OPERATOR,PRODTYPE,FIELD,COMPDATE,ID_LINK,GlobalID
664,SW48000664,BP AMERICA A-38,TX,ACTIVE WELL,USA,30.40744863,-94.1448438,33025,4219933025DW,689332,"FIVE-JAB, INC.",UNKNOWN,"BUNA, WEST (WILCOX)",2010/04/09 00:00:00+00,W480475522,{D62F3675-F4EE-4245-B012-D57FF673A31F}
665,SW48000665,"VICKERS, J. A., FEE",TX,ACTIVE WELL,USA,30.46743389,-94.21520095,00160,4219900160D1,-999,MERIT ENERGY COMPANY,UNKNOWN,DRY CREEK (YEGUA 2-A),,W480475512,{3DBF44FC-9E4A-4507-99B3-E1EF0EC023E5}
666,SW48000666,BLACK STONE GAS UNIT,TX,ACTIVE WELL,USA,30.16529417,-94.28944087,32774,4219932774D1,518683,"S & S OPERATING COMPANY, INC.",UNKNOWN,"SOUR LAKE, E. (2ND SOLOW)",2002/07/16 00:00:00+00,W480475784,{330CF79D-839E-4239-9B20-D45EC4482034}
667,SW48000667,BOTTOMS 11 ST 1,TX,ACTIVE WELL,USA,34.38828914,-99.7288905,30833,4219730833D2,708808,CIMAREX ENERGY CO.,UNKNOWN,NOT AVAILABLE,,W480473847,{03905227-878F-4796-B3FC-5A900BBCE57F}
668,SW48000668,BOTTOMS 11 ST 1,TX,ACTIVE WELL,USA,34.38803525,-99.72858189,30833,4219730833D1,708808,CIMAREX ENERGY CO.,UNKNOWN,NOT AVAILABLE,,W480473847,{67055497-9517-4CB5-9D5C-1742651BDA1F}
669,SW48000669,STEPP-HURST 110 UN.,TX,ACTIVE WELL,USA,34.18287386,-99.70327305,31307,4219731307D1,797118,EAGLE HYDROCARBONS (TEXAS) INC.,UNKNOWN,NOT AVAILABLE,,W480473869,{34B12698-C34B-4616-84EA-9C238DD6EA8D}
670,SW48000670,MEHARG UNIT,TX,ACTIVE WELL,USA,34.18022801,-99.51943481,31444,4219731444D1,487346,EAGLE HYDROCARBONS INC.,UNKNOWN,QUINBY (CHAPPEL),,W480473852,{16ACA112-8F7D-4E9F-882D-AC75D70FABF0}
671,SW48000671,"GILLIAM, C. J.",TX,ACTIVE WELL,USA,34.36697651,-99.67002379,31710,4219731710D1,805839,EAGLE HYDROCARBONS INC.,UNKNOWN,RED RIVER (MISS),,W480473841,{0CD4B986-C1F0-40F3-A6CE-4000637E043B}
672,SW48000672,PALAURA BELL HEIRS-OLSON UNIT,TX,ACTIVE WELL,USA,34.28661952,-99.77521751,31693,4219731693D1,752375,"TRIO CONSULTING & MANAGEMENT,LLC",UNKNOWN,JEAN WOODHAM (CONGL. 7520),,W480473828,{52F62980-9841-4E5C-B48B-67197362EC1C}
673,SW48000673,"LOVE ""20"" ST1",TX,ACTIVE WELL,USA,34.33724106,-99.54746472,30567,4219730567D1,450232,EAGLE HYDROCARBONS INC.,UNKNOWN,LOVE (MISSISSIPPIAN),,W480473833,{1F0C07C9-A5CA-4AB9-8BC5-A49F4B0C89BF}
674,SW48000674,"HOLMES ""284""",TX,ACTIVE WELL,USA,34.12126898,-99.579148,31280,4219731280D1,514769,EAGLE HYDROCARBONS INC.,UNKNOWN,WEATHERMAN (CHAPPEL),,W480473880,{384040D1-5698-4453-89E1-12C726EF7B72}
675,SW48000675,ANTON-IRISH CLEARFORK UNIT,TX,ACTIVE WELL,USA,33.85060234,-102.04961203,30052,4218930052D1,510262,OCCIDENTAL PERMIAN LTD.,UNKNOWN,ANTON-IRISH,,W480473577,{DABAC1B0-4633-41E1-9F87-421CAC60E7F7}
676,SW48000676,ANTON-IRISH CLEARFORK UNIT,TX,ACTIVE WELL,USA,33.84008549,-102.03297005,30022,4218930022D1,510261,OCCIDENTAL PERMIAN LTD.,UNKNOWN,ANTON-IRISH,,W480473588,{C9B0635A-8BBA-42B0-B1C6-CA23746CEAB8}
677,SW48000677,ANTON-IRISH CLEARFORK UNIT,TX,ACTIVE WELL,USA,33.83577211,-102.04262871,30015,4218930015D1,510263,OCCIDENTAL PERMIAN LTD.,UNKNOWN,ANTON-IRISH,,W480473592,{4A2DFFD2-184A-4184-BB14-49B331C54ECD}
678,SW48000678,ANTON-IRISH CLEARFORK UNIT,TX,ACTIVE WELL,USA,33.83527502,-102.06886646,30468,4218930468D1,603271,OCCIDENTAL PERMIAN LTD.,UNKNOWN,ANTON-IRISH,,W480473591,{04D75BFB-64A7-490C-AA70-57AFB4855096}
679,SW48000679,"UPCHURCH ""B""",TX,ACTIVE WELL,USA,30.75902175,-96.01566385,30460,4218530460D1,426663,"ROSEWOOD RESOURCES, INC.",UNKNOWN,IOLA (GEORGETOWN),1994/10/29 00:00:00+00,W480475887,{E6E314BF-4164-4BFF-8FBD-3673A3837D57}
680,SW48000680,"JONES (MAUD SMITH 10), MINNIE",TX,ACTIVE WELL,USA,32.54526238,-94.83974481,31633,4218331633D2,780558,BREITBURN OPERATING L.P.,UNKNOWN,GLENWOOD (TRAVIS PEAK),2014/05/07 00:00:00+00,W480474107,{D62A694F-3008-44F2-8761-F0CA88A596CD}
681,SW48000681,"KEY, DOLLY BELL",TX,ACTIVE WELL,USA,32.50617554,-94.86122404,89837,4218389837D1,-999,"LINDER, JOHN OPERATING CO., LLC",UNKNOWN,EAST TEXAS,1995/04/05 00:00:00+00,W480474140,{F44C2854-189A-4102-BD9C-912A33CAC035}
682,SW48000682,FLANAGAN,TX,ACTIVE WELL,USA,32.38715011,-94.82658894,32063,4218332063D1,667877,ROCKCLIFF ENERGY OPERATING LLC,UNKNOWN,DANVILLE (TP-CV CONS.),,W480474217,{D7FD475D-F698-4298-BEFD-74F19D946A80}
683,SW48000683,"PARKER, VIVIAN",TX,ACTIVE WELL,USA,32.46769757,-94.94406272,31321,4218331321D1,488583,"LINDER, JOHN OPERATING CO., LLC",UNKNOWN,CREWS HILL (PETTIT),1999/06/10 00:00:00+00,W480474266,{134B74A3-8C46-4D30-8D15-34BB3A9809EC}
684,SW48000684,BROWN,TX,ACTIVE WELL,USA,33.68751041,-96.76491982,01768,4218101768D1,247129,PRECISION OPERATING INC.,UNKNOWN,NOT AVAILABLE,,W480473786,{D6440536-6A73-401C-953E-CBC1F0EE79A3}
685,SW48000685,BIG MINERAL CREEK UV SAND UNIT,TX,ACTIVE WELL,USA,33.74202073,-96.7813653,01840,4218101840D3,708372,"JETTA OPERATING COMPANY, INC.",UNKNOWN,NOT AVAILABLE,,W480473754,{4F10DDEB-8783-49AB-BA78-DE5B94D978ED}
686,SW48000686,BIG MINERAL CREEK UV SAND UNIT,TX,ACTIVE WELL,USA,33.74174623,-96.78137599,01840,4218101840D2,708372,"JETTA OPERATING COMPANY, INC.",UNKNOWN,NOT AVAILABLE,,W480473754,{FFEFF825-E5A5-4252-82AD-CF29402867EE}
687,SW48000687,COUNTRY CLUB,TX,ACTIVE WELL,USA,33.63525598,-96.7129952,31230,4218131230D1,366822,"CHOLLA PETROLEUM, INC.",UNKNOWN,"SOUTHMAYD, EAST (BAKER)",,W480473740,{7509C3F5-F3B1-4403-8F65-3AFCAAACB02D}
688,SW48000688,GREEN,TX,ACTIVE WELL,USA,33.74001047,-96.78528592,31323,4218131323D2,467901,"JETTA OPERATING COMPANY, INC.",UNKNOWN,BIG MINERAL CREEK (VIOLA),,W480473758,{F336CB38-4BD4-45F6-8C1C-0B0AC80A4B48}
689,SW48000689,MCGRAW,TX,ACTIVE WELL,USA,33.71062601,-96.76096529,31489,4218131489DW,726085,"JETTA OPERATING COMPANY, INC.",UNKNOWN,"BIG MINERAL, E. (-V- SAND)",,W480473793,{2BA5C30C-0F7B-4304-96F9-8604D7847EB8}
690,SW48000690,"WIGGINS, SUSIE C.",TX,ACTIVE WELL,USA,33.59995459,-96.50258086,31156,4218131156D1,516819,"TEXCEL EXPLORATION, INC.",UNKNOWN,WILDCAT,,W480473797,{7AEA38BD-8F22-454E-8A79-C40D6910495E}
691,SW48000691,BOBCAT,TX,ACTIVE WELL,USA,29.41305416,-97.4689733,33578,4217733578D2,802250,"LONESTAR OPERATING, LLC",UNKNOWN,EAGLEVILLE (EAGLE FORD-1),,W480471280,{5CFF6AB0-B2D9-4023-AC0C-BBD119EBA591}
692,SW48000692,CAMPBELL-HAHN UNIT,TX,ACTIVE WELL,USA,29.16286346,-97.55942225,00460,4217700460D1,392785,YATES ENERGY CORPORATION,UNKNOWN,"SMILEY, SE (AUSTIN CHALK)",,W480471278,{E8F06BC2-CC11-41B9-A0B1-24022BBE3D66}
693,SW48000693,WRIGHT MATERIALS INC.,TX,ACTIVE WELL,USA,28.81595127,-97.50472596,33703,4217533703D2,627463,"MILAGRO EXPLORATION, LLC",UNKNOWN,LIONS (CORONA CONSOLIDATED),,W480471113,{9C0A5751-731D-49F8-A206-B0A8CE8762B8}
694,SW48000694,"KARNEI, ELLROY UNIT",TX,ACTIVE WELL,USA,28.82190551,-97.49947104,32927,4217532927D1,549427,BLUEFIN RESOURCES LLC,UNKNOWN,LIONS (CORONA CONSOLIDATED),,W480471171,{262F860E-6278-4768-8D26-240CC32BBE88}
695,SW48000695,PETTUS,TX,ACTIVE WELL,USA,28.78557364,-97.53574747,32324,4217532324D1,714184,"NRG ASSETS MANAGEMENT, LLC",UNKNOWN,NOT AVAILABLE,,W480471154,{0EBB1D3B-FD28-43DD-9EA8-918F6A562097}
696,SW48000696,CORGEY,TX,ACTIVE WELL,USA,28.77413081,-97.60820768,33465,4217533465DW,618903,OMEGA ENERGY CORP.,UNKNOWN,NOT AVAILABLE,,W480471160,{F03A66F0-436D-4078-B785-44072788317A}
697,SW48000697,YANTA CATTLE CO.,TX,ACTIVE WELL,USA,28.75435781,-97.60034061,01761,4217501761DW,-999,"HARPER-SMITH & ASSOCIATES, INC.",UNKNOWN,YANTA (SLICK WILCOX),,W480471168,{E87F1C74-E707-47BB-AF29-41ECA0472800}
698,SW48000698,BRINKOETER,TX,ACTIVE WELL,USA,28.70083336,-97.61495033,32830,4217532830D1,553061,ZINN PETROLEUM CO.,UNKNOWN,"HORDES CREEK (MASSIVE, UPPER)",,W480471237,{E6CE38D9-6768-4C39-A0D4-02464C67097C}
699,SW48000699,"PETTUS, W. W. HEIRS",TX,ACTIVE WELL,USA,28.66733793,-97.52901062,33012,4217533012D1,490995,"MAGNUM PRODUCING, LP",UNKNOWN,MUY BUENO (9800),,W480471249,{FE3EAA1F-8B7D-40BB-B48A-5D4266A9921B}
700,SW48000700,NEWTON-WELDER,TX,ACTIVE WELL,USA,28.66678634,-97.61094613,33330,4217533330DW,647016,"A.O.E. OPERATORS, INC.",UNKNOWN,NOT AVAILABLE,,W480471251,{5E7EF9CE-0D54-4659-BD25-7928DC84CFCE}
701,SW48000701,"FUNK, ET AL GAS UNIT",TX,ACTIVE WELL,USA,28.64849494,-97.48052261,31765,4217531765D1,712856,GEMARMI INC.,UNKNOWN,"GOLIAD, WEST (10,600 SD)",,W480471202,{88F27522-96F9-44D4-B4AD-7292D0C227AC}
702,SW48000702,WORSHAM GAS UNIT,TX,ACTIVE WELL,USA,28.64357477,-97.44424617,33134,4217533134D1,481905,"VANTAGE OPERATING, LLC",UNKNOWN,"AUSTIN, W. (UPPER WILCOX B)",,W480471203,{17FB7564-92D5-45D4-97CE-799B42CDD245}
703,SW48000703,HARPER,TX,ACTIVE WELL,USA,28.72499468,-97.61946687,33935,4217533935DW,621119,TAOS RESOURCES OPERATING CO LLC,UNKNOWN,"CHARCO, SE. (WILCOX 9600)",,W480471222,{EFD01C3C-80AD-4B09-BF4B-F29380FA8328}
704,SW48000704,WRIGHT MATERIALS INC.,TX,ACTIVE WELL,USA,28.81983618,-97.50753467,32776,4217532776D2,827452,"FLINT INTERESTS, LLC",UNKNOWN,NOT AVAILABLE,,W480471115,{70802B23-2D17-419B-80DC-F119A0991D2F}
705,SW48000705,FRITZ WEISE 'A',TX,ACTIVE WELL,USA,28.81330749,-97.51512164,34013,4217534013D2,822814,"FLINT INTERESTS, LLC",UNKNOWN,"WEESATCHE, NE. (HOLT FB A)",,W480471120,{9E3D0CF6-8B4B-4C6A-B2D1-237664D8DB00}
706,SW48000706,DORNBURG,TX,ACTIVE WELL,USA,28.86349688,-97.4511603,34055,4217534055HW,823526,"FLINT INTERESTS, LLC",UNKNOWN,"GOWITT (WILCOX 8,800)",,W480471141,{DE1612B9-F953-4979-B48D-A89D5F029171}
707,SW48000707,NESTE CURRIE44,TX,ACTIVE WELL,USA,31.77983639,-101.42111091,32090,4217332090DW,628481,LEGACY RESERVES OPERATING LP,UNKNOWN,"GARDEN CITY, S. (SPRABERRY)",,W480473932,{16FC2F8F-63D4-4430-B893-63B768422184}
708,SW48000708,CURRIE,TX,ACTIVE WELL,USA,31.78357189,-101.32922912,35894,4217335894D1,764190,COG OPERATING LLC,UNKNOWN,"GARDEN CITY, S. (WOLFCAMP)",,W480473930,{073E89F9-11AD-44CD-BE70-022437E47E04}
709,SW48000709,GARDEN CITY '5',TX,ACTIVE WELL,USA,31.85864163,-101.55629729,34706,4217334706DW,813327,PETROPLEX ENERGY INC.,UNKNOWN,NOT AVAILABLE,,W480473938,{E9D59925-61CD-4D07-9B46-645B3FA906DF}
710,SW48000710,"GARDEN CITY ""6""",TX,ACTIVE WELL,USA,31.86067598,-101.57143431,32806,4217332806DW,736755,MEWBOURNE OIL COMPANY,UNKNOWN,SPRABERRY (TREND AREA),,W480473965,{2E538441-DD0B-4AC8-BABE-0D10EFAFB647}
711,SW48000711,GARZA SAN ANDRES DEEP UNIT,TX,ACTIVE WELL,USA,33.19823753,-101.39159099,33266,4216933266D1,428077,"BROWN, GEO. R PARTNERSHIP,LP,THE",UNKNOWN,"GARZA (SAN ANDRES, DEEP)",1995/01/11 00:00:00+00,W480474368,{B4FD7651-B5BF-489C-BD06-96B8CB35B722}
712,SW48000712,COOPER B UNIT,TX,ACTIVE WELL,USA,29.41663834,-95.17753395,31517,4216731517DW,782771,HOUSTON PETROLEUM COMPANY,UNKNOWN,ALGOA (48),,W480471830,{349F675F-04A8-4B35-9DE2-60E7E2B755BC}
713,SW48000713,"MCNEILL ""A""",TX,ACTIVE WELL,USA,29.5711837,-94.40415071,30690,4216730690D1,38797,TORRENT OIL LLC,UNKNOWN,HIGH ISLAND,,W480471587,{F3DB388F-C193-4815-A72E-A980852DBA43}
714,SW48000714,"LEAGUE, NELLIE B. ETAL",TX,ACTIVE WELL,USA,29.55209228,-94.38549333,30136,4216730136D1,560502,TORRENT OIL LLC,UNKNOWN,HIGH ISLAND,,W480471612,{8F0D6CB7-104E-4F25-A820-C838C97C29FA}
715,SW48000715,"CADE, E. K.",TX,ACTIVE WELL,USA,29.55328073,-94.41986154,00296,4216700296D1,602174,"HOUSTON OIL PROD ENTERPRISES,INC",UNKNOWN,HIGH ISLAND,,W480471635,{87A41F70-D577-4AC5-A42D-BF143B49A751}
716,SW48000716,"SMITH, GEORGE E. -B- R/A -A-",TX,ACTIVE WELL,USA,29.55109424,-94.38929821,00820,4216700820D1,560503,TORRENT OIL LLC,UNKNOWN,HIGH ISLAND,,W480471639,{117EE52B-2263-4978-965C-6FD76C254F3F}
717,SW48000717,"MCNEILL ""B""",TX,ACTIVE WELL,USA,29.57188106,-94.40268958,30905,4216730905D1,126709,STROUD PRODUCTION LLC,UNKNOWN,NOT AVAILABLE,,W480471582,{26808B49-FA3B-496C-857B-65BB77C59A07}
718,SW48000718,"MACO, STEWART 'A""",TX,ACTIVE WELL,USA,29.42400232,-95.02241513,01503,4216701503D1,460616,SMITH ENERGY 1986A PARTNERSHIP,UNKNOWN,NOT AVAILABLE,,W480471843,{A3F49218-2063-4736-BC3A-58AE7813FD28}
719,SW48000719,SOUTH GILLOCK UNIT,TX,ACTIVE WELL,USA,29.41813441,-94.98463039,01158,4216701158D1,422345,"PROMISE ENERGY OPERATIONS, LLC",UNKNOWN,"GILLOCK, SOUTH (FRIO TOP 7500)",,W480471909,{E1B8AAE7-30F5-4391-9047-94277191CE59}
720,SW48000720,SOUTH GILLOCK UNIT,TX,ACTIVE WELL,USA,29.41632601,-94.94486452,01852,4216701852D2,807776,"PROMISE ENERGY OPERATIONS, LLC",UNKNOWN,"GILLOCK, SOUTH",,W480471914,{A0656A9D-267B-450A-9BBC-790749B9EEC6}
721,SW48000721,TACQUARD,TX,ACTIVE WELL,USA,29.40101296,-95.05891553,31358,4216731358D1,513820,HILCORP ENERGY COMPANY,UNKNOWN,"ALTA LOMA, NE. (U. MDL. ANDRAU)",,W480471864,{F787E9F1-C8F3-4AE1-9830-524DA17ECD9D}
722,SW48000722,FEDERAL GAYATT,TX,ACTIVE WELL,USA,29.38862117,-95.04087066,31281,4216731281D1,458487,HILCORP ENERGY COMPANY,UNKNOWN,"FRANKS, NW. (8900)",,W480471888,{EB181D84-DA51-48E8-B5FA-6B46FBEF6B5C}
723,SW48000723,SAN LEON GAS UNIT B,TX,ACTIVE WELL,USA,29.49478303,-94.91293251,31454,4216731454D2,648813,FIELDWOOD ONSHORE LLC,UNKNOWN,EAGLE BAY (VICKSBURG),,W480471833,{A0AF5BAA-32B5-408A-91EB-4BD8C0269183}
724,SW48000724,STATE TRACT 308,TX,ACTIVE WELL,USA,29.48661651,-94.90752082,31324,4216731324D3,484498,"SANDRIDGE ONSHORE, LLC",UNKNOWN,"EAGLE BAY (FRIO 13,200)",,W480471840,{A678695B-4B45-41AC-8964-5B9FF1179DB0}
725,SW48000725,STATE TRACT 308,TX,ACTIVE WELL,USA,29.48596533,-94.90777842,31324,4216731324D2,484498,"SANDRIDGE ONSHORE, LLC",UNKNOWN,"EAGLE BAY (FRIO 13,200)",,W480471840,{A4CD7D48-5DF9-49AE-9265-A19D01A0E2C4}
726,SW48000726,SAN LEON GAS UNIT,TX,ACTIVE WELL,USA,29.48540931,-94.91810568,31345,4216731345D2,501170,FIELDWOOD ONSHORE LLC,UNKNOWN,EAGLE BAY (VICKSBURG),,W480471834,{97350127-6620-474A-9F0C-ADA76F5D4888}
727,SW48000727,STATE TRACT 331,TX,ACTIVE WELL,USA,29.47725425,-94.89621621,31298,4216731298D1,468621,TRANSTEXAS GAS CORPORATION,UNKNOWN,EAGLE BAY (VICKSBURG),,W480476413,{94556EA8-76FC-430C-AC76-5CF802BC647E}
728,SW48000728,STATE TRACT 352,TX,ACTIVE WELL,USA,29.46538817,-94.91070157,31304,4216731304D1,472459,TRANSTEXAS GAS CORPORATION,UNKNOWN,EAGLE BAY (VICKSBURG 15750),,W480476418,{481C4DF8-35CD-4A15-8649-451F1C43C257}
729,SW48000729,"MACO STEWART ""A"" A/C 1",TX,ACTIVE WELL,USA,29.44837619,-95.00071627,01564,4216701564D1,75227,EXXON CORP.,UNKNOWN,"DICKINSON, DEEP (FRIO #18 SFB)",,W480471817,{B57FFCFF-B8C0-4A89-8CA0-73F84CA74CA3}
730,SW48000730,MACO-STEWART,TX,ACTIVE WELL,USA,29.4478665,-95.00016364,01569,4216701569D1,42330,"KCS RESOURCES, INC.",UNKNOWN,NOT AVAILABLE,,W480471812,{10168D21-A801-4469-B0E8-2BE3F6526BCE}
731,SW48000731,"THOMAS, FRED ET AL",TX,ACTIVE WELL,USA,29.34088937,-94.95870388,30621,4216730621DW,18035,SOTRANA-TEXAS CORP.,UNKNOWN,HITCHCOCK (6500),,W480476958,{4F6502E5-A612-4FFC-8465-357ABD644170}
732,SW48000732,FEDERAL DELANGE GAS UNIT,TX,ACTIVE WELL,USA,29.373474,-95.05461492,31391,4216731391D2,537549,XTO ENERGY INC.,UNKNOWN,"FRANKS (WEITING, CONSOLIDATED)",,W480476997,{7A7A7CD7-6575-44AE-9FDA-E181A73B771D}
733,SW48000733,NOT AVAILABLE,TX,ACTIVE WELL,USA,29.14363521,-94.83160705,30250,4270630250D1,-999,NOT AVAILABLE,UNKNOWN,NOT AVAILABLE,,W480476429,{EB6D6E10-9D81-4B73-BB7C-B890F4C921DC}
734,SW48000734,NOT AVAILABLE,TX,ACTIVE WELL,USA,29.12538784,-94.82041303,30252,4270630252D2,-999,NOT AVAILABLE,UNKNOWN,NOT AVAILABLE,,W480476433,{FABE7B09-235E-43EC-BBD5-1D3D161AF8D9}
735,SW48000735,NOT AVAILABLE,TX,ACTIVE WELL,USA,29.12538784,-94.82041303,30252,4270630252D2,-999,NOT AVAILABLE,UNKNOWN,NOT AVAILABLE,,W480476433,{F82C3B20-63EB-450D-902E-AF340B7F5A55}
